Index,City,State,Population Density (Persons/Square Mile),2016 Population,Area,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",OtherCity,OtherState,County,Zip,Country,Source
490,Flagstaff," Arizona",1119,71459,64,35.287661,-111.639303,1,place,,,,,Flagstaff,AZ,"Coconino County",86001,US,"TIGER/Line® dataset from the US Census Bureau"
491,Wilmington," Delaware",6554,71442,11,39.727113,-75.547844,1,place,,,,,Wilmington,DE,"New Castle County",19801,US,"TIGER/Line® dataset from the US Census Bureau"
492,Pawtucket," Rhode Island",8229,71427,9,41.875149,-71.392732,1,place,,,,,Pawtucket,RI,"Providence County",02860,US,"TIGER/Line® dataset from the US Census Bureau"
493,Canton," Ohio",2801,71323,25,40.79979,-81.375811,1,place,,,,,Canton,OH,"Stark County",44702,US,"TIGER/Line® dataset from the US Census Bureau"
494,Redlands," California",1973,71288,36,34.011935,-117.159696,1,place,,,,,Redlands,CA,"San Bernardino County",92373,US,"TIGER/Line® dataset from the US Census Bureau"
495,Lynwood," California",14708,71187,5,33.924538,-118.202954,1,place,,,,,Lynwood,CA,"Los Angeles County",90262,US,"TIGER/Line® dataset from the US Census Bureau"
496,Pittsburg," California",4104,70679,17,38.00307,-121.917219,1,place,,,,,Pittsburg,CA,"Contra Costa County",94565,US,"TIGER/Line® dataset from the US Census Bureau"
497,Passaic," New Jersey",22424,70635,3,40.855103,-74.126916,1,place,,,,,Passaic,NJ,"Passaic County",07055,US,"TIGER/Line® dataset from the US Census Bureau"
498,Pasco," Washington",2314,70579,31,46.42066,-118.899447,1,place,,,,,Pasco,WA,"Franklin County",99301,US,"TIGER/Line® dataset from the US Census Bureau"
499,Frederick," Maryland",3186,70060,22,39.443551,-77.33294,1,place,,,,,Frederick,MD,"Frederick County",21701,US,"TIGER/Line® dataset from the US Census Bureau"
500,Weston," Florida",2783,70015,25,26.11363,-80.41699,1,place,,,,,Weston,FL,"Broward County",33327,US,"TIGER/Line® dataset from the US Census Bureau"
501,"North Richland Hills"," Texas",3841,69798,18,32.840011,-97.225295,1,place,,,,,"North Richland Hills",TX,"Tarrant County",76180,US,"TIGER/Line® dataset from the US Census Bureau"
502,"Maple Grove"," Minnesota",2132,69576,33,45.127446,-93.445399,0.8,place,,,,,"Maple Grove",MN,"Hennepin County",55369,US,"TIGER/Line® dataset from the US Census Bureau"
503,Kissimmee," Florida",3274,69369,21,28.30639,-81.425522,1,place,,,,,Kissimmee,FL,"Osceola County",34741,US,"TIGER/Line® dataset from the US Census Bureau"
504,"Union City"," New Jersey",54138,69296,1,40.77955,-74.02375,1,place,,,,,"Union City",NJ,"Hudson County",07087,US,"TIGER/Line® dataset from the US Census Bureau"
505,"St. Charles"," Missouri",2930,69293,24,38.858035,-90.463316,1,place,,,,,"Saint Charles",MO,"St. Charles County",63301,US,"TIGER/Line® dataset from the US Census Bureau"
506,"Walnut Creek"," California",3498,69122,20,37.873343,-122.070625,1,place,,,,,"Walnut Creek",CA,"Contra Costa County",94595,US,"TIGER/Line® dataset from the US Census Bureau"
507,"South Jordan"," Utah",3131,69034,22,40.554098,-111.953891,1,place,,,,,"South Jordan",UT,"Salt Lake County",84095,US,"TIGER/Line® dataset from the US Census Bureau"
508,Muncie," Indiana",2537,69010,27,40.142124,-85.389874,1,place,,,,,Muncie,IN,"Delaware County",47302,US,"TIGER/Line® dataset from the US Census Bureau"
509,"Cedar Park"," Texas",3016,68918,23,30.503949,-97.8242,1,place,,,,,"Cedar Park",TX,"Williamson County",78613,US,"TIGER/Line® dataset from the US Census Bureau"
510,Woodbury," Minnesota",1982,68820,35,44.923855,-92.95938,0.8,place,,,,,Woodbury,MN,"Washington County",55125,US,"TIGER/Line® dataset from the US Census Bureau"
511,Palatine," Illinois",5049,68766,14,42.097976,-88.014072,1,place,,,,,Palatine,IL,"Cook County",60038,US,"TIGER/Line® dataset from the US Census Bureau"
512,"Bossier City"," Louisiana",1618,68485,42,32.573112,-93.699378,1,place,,,,,"Bossier City",LA,"Bossier Parish",71111,US,"TIGER/Line® dataset from the US Census Bureau"
513,Dothan," Alabama",766,68468,89,31.148124,-85.371845,1,place,,,,,Dothan,AL,"Houston County",36301,US,"TIGER/Line® dataset from the US Census Bureau"
514,"Mount Vernon"," New York",15568,68344,4,40.909838,-73.83389,1,place,,,,,"Mount Vernon",NY,"Westchester County",10550,US,"TIGER/Line® dataset from the US Census Bureau"
515,"Eau Claire"," Wisconsin",2133,68339,32,44.75653,-91.473097,1,place,,,,,"Eau Claire",WI,"Eau Claire County",54701,US,"TIGER/Line® dataset from the US Census Bureau"
516,"Yorba Linda"," California",3503,68235,19,33.640302,-117.769442,1,place,,,,,"Yorba Linda",CA,"Orange County",92885,US,"TIGER/Line® dataset from the US Census Bureau"
517,Davis," California",6887,68111,10,38.55413,-121.798469,1,place,,,,,Davis,CA,"Yolo County",95616,US,"TIGER/Line® dataset from the US Census Bureau"
518,Homestead," Florida",4491,67996,15,25.526889,-80.499812,0.9,place,,,,,Homestead,FL,"Miami-Dade County",33031,US,"TIGER/Line® dataset from the US Census Bureau"
519,Waterloo," Iowa",1107,67934,61,42.441117,-92.339209,1,place,,,,,Waterloo,IA,"Black Hawk County",50701,US,"TIGER/Line® dataset from the US Census Bureau"
520,"Redondo Beach"," California",10946,67867,6,33.830006,-118.387124,1,place,,,,,"Redondo Beach",CA,"Los Angeles County",90277,US,"TIGER/Line® dataset from the US Census Bureau"
521,Jacksonville," North Carolina",1457,67784,47,34.754586,-77.507427,1,place,,,,,Jacksonville,NC,"Onslow County",28540,US,"TIGER/Line® dataset from the US Census Bureau"
522,Gaithersburg," Maryland",6645,67776,10,39.139336,-77.182953,1,place,,,,,Gaithersburg,MD,"Montgomery County",20877,US,"TIGER/Line® dataset from the US Census Bureau"
523,Victoria," Texas",1907,67670,35,28.804947,-96.984711,1,place,,,,,Victoria,TX,"Victoria County",77901,US,"TIGER/Line® dataset from the US Census Bureau"
524,"St. Cloud"," Minnesota",1689,67641,40,45.519196,-94.330619,1,place,,,,,"Saint Cloud",MN,"Stearns County",56301,US,"TIGER/Line® dataset from the US Census Bureau"
525,Marysville," Washington",3270,67626,21,48.049576,-122.161951,1,place,,,,,Marysville,WA,"Snohomish County",98270,US,"TIGER/Line® dataset from the US Census Bureau"
526,Greenville," South Carolina",2353,67453,29,34.848567,-82.402871,1,place,,,,,Greenville,SC,"Greenville County",29601,US,"TIGER/Line® dataset from the US Census Bureau"
527,"Delray Beach"," Florida",4261,67371,16,26.457598,-80.081614,1,place,,,,,"Delray Beach",FL,"Palm Beach County",33444,US,"TIGER/Line® dataset from the US Census Bureau"
528,Camarillo," California",3449,67363,20,34.227855,-119.079869,1,place,,,,,Camarillo,CA,"Ventura County",93010,US,"TIGER/Line® dataset from the US Census Bureau"
529,Georgetown," Texas",1403,67140,48,30.668034,-97.574706,1,place,,,,,Georgetown,TX,"Williamson County",78626,US,"TIGER/Line® dataset from the US Census Bureau"
530,Kenner," Louisiana",4512,67089,15,29.99171,-90.258065,1,place,,,,,Kenner,LA,"Jefferson Parish",70062,US,"TIGER/Line® dataset from the US Census Bureau"
531,"Palo Alto"," California",2807,67024,24,37.444122,-122.149915,1,place,,,,,"Palo Alto",CA,"Santa Clara County",94301,US,"TIGER/Line® dataset from the US Census Bureau"
532,Jackson," Tennessee",1247,67005,54,35.570424,-88.862742,1,place,,,,,Jackson,TN,"Madison County",38301,US,"TIGER/Line® dataset from the US Census Bureau"
533,"South San Francisco"," California",7328,66980,9,37.657443,-122.423483,1,place,,,,,"South San Francisco",CA,"San Mateo County",94080,US,"TIGER/Line® dataset from the US Census Bureau"
534,Rockville," Maryland",4955,66940,14,39.089557,-77.184127,1,place,,,,,Rockville,MD,"Montgomery County",20850,US,"TIGER/Line® dataset from the US Census Bureau"
535,Portland," Maine",3141,66937,21,43.658784,-70.262393,1,place,,,,,Portland,ME,"Cumberland County",04101,US,"TIGER/Line® dataset from the US Census Bureau"
536,"Yuba City"," California",4585,66845,15,39.048854,-121.612481,1,place,,,,,"Yuba City",CA,"Sutter County",95991,US,"TIGER/Line® dataset from the US Census Bureau"
537,"Johnson City"," Tennessee",1553,66677,43,36.330485,-82.317625,1,place,,,,,"Johnson City",TN,"Washington County",37601,US,"TIGER/Line® dataset from the US Census Bureau"
538,"Daytona Beach"," Florida",1141,66645,58,29.194,-81.047652,1,place,,,,,"Daytona Beach",FL,"Volusia County",32114,US,"TIGER/Line® dataset from the US Census Bureau"
539,Oshkosh," Wisconsin",2602,66579,26,44.062886,-88.535694,1,place,,,,,Oshkosh,WI,"Winnebago County",54901,US,"TIGER/Line® dataset from the US Census Bureau"
540,Broomfield," Colorado",2014,66529,33,39.930782,-105.074287,0.9,place,,,,,Broomfield,CO,"Broomfield County",80020,US,"TIGER/Line® dataset from the US Census Bureau"
541,Eagan," Minnesota",2135,66428,31,44.802791,-93.167768,1,place,,,,,Eagan,MN,"Dakota County",55122,US,"TIGER/Line® dataset from the US Census Bureau"
542,"North Little Rock"," Arkansas",1287,66278,52,34.766561,-92.262899,1,place,,,,,"North Little Rock",AR,"Pulaski County",72114,US,"TIGER/Line® dataset from the US Census Bureau"
543,Bayonne," New Jersey",11420,66238,6,40.670858,-74.109486,1,place,,,,,Bayonne,NJ,"Hudson County",07002,US,"TIGER/Line® dataset from the US Census Bureau"
544,Ames," Iowa",2734,66191,24,42.037879,-93.600254,1,place,,,,,Ames,IA,"Story County",50010,US,"TIGER/Line® dataset from the US Census Bureau"
545,Mansfield," Texas",1804,65631,36,32.56319,-97.14168,1,place,,,,,Mansfield,TX,"Tarrant County",76063,US,"TIGER/Line® dataset from the US Census Bureau"
546,Harlingen," Texas",1646,65539,40,26.255523,-97.667502,1,place,,,,,Harlingen,TX,"Cameron County",78550,US,"TIGER/Line® dataset from the US Census Bureau"
547,Alpharetta," Georgia",2428,65338,27,34.112373,-84.30205,1,place,,,,,Alpharetta,GA,"Fulton County",30004,US,"TIGER/Line® dataset from the US Census Bureau"
548,"Laguna Niguel"," California",4405,65328,15,33.640302,-117.769442,1,place,,,,,"Laguna Niguel",CA,"Orange County",92607,US,"TIGER/Line® dataset from the US Census Bureau"
549,"San Clemente"," California",3491,65309,19,33.42362,-117.606843,1,place,,,,,"San Clemente",CA,"Orange County",92672,US,"TIGER/Line® dataset from the US Census Bureau"
550,Conway," Arkansas",1440,65300,45,35.065889,-92.362875,1,place,,,,,Conway,AR,"Faulkner County",72032,US,"TIGER/Line® dataset from the US Census Bureau"
551,"Bowling Green"," Kentucky",1727,65234,38,37.017407,-86.451752,1,place,,,,,"Bowling Green",KY,"Warren County",42101,US,"TIGER/Line® dataset from the US Census Bureau"
552,Tamarac," Florida",5611,65199,12,26.185954,-80.172424,0.8,place,,,,,Tamarac,FL,"Broward County",33309,US,"TIGER/Line® dataset from the US Census Bureau"
553,Shawnee," Kansas",1558,65194,42,39.041805,-95.755664,1,county,,,,,,KS,"Shawnee County",,US,"US Census Bureau"
554,Rogers," Arkansas",1714,65021,38,36.320391,-93.978383,1,place,,,,,Rogers,AR,"Benton County",72756,US,"TIGER/Line® dataset from the US Census Bureau"
555,Schenectady," New York",6022,64913,11,42.880035,-73.991321,1,place,,,,,Schenectady,NY,"Schenectady County",12302,US,"TIGER/Line® dataset from the US Census Bureau"
556,"East Orange"," New Jersey",16528,64789,4,40.77185,-74.207039,1,place,,,,,"East Orange",NJ,"Essex County",07017,US,"TIGER/Line® dataset from the US Census Bureau"
557,Lodi," California",4750,64641,14,38.111356,-121.172415,1,place,,,,,Lodi,CA,"San Joaquin County",95240,US,"TIGER/Line® dataset from the US Census Bureau"
558,Buckeye," Arizona",172,64629,375,33.37032,-112.58378,1,place,,,,,Buckeye,AZ,"Maricopa County",85326,US,"TIGER/Line® dataset from the US Census Bureau"
559,"West Des Moines"," Iowa",1673,64560,39,41.567138,-93.717232,1,place,,,,,"West Des Moines",IA,"Polk County",50265,US,"TIGER/Line® dataset from the US Census Bureau"
560,"Santa Cruz"," California",5060,64465,13,37.052748,-122.111126,1,place,,,,,"Santa Cruz",CA,"Santa Cruz County",95060,US,"TIGER/Line® dataset from the US Census Bureau"
561,Madera," California",4081,64444,16,36.928286,-120.182423,1,place,,,,,Madera,CA,"Madera County",93637,US,"TIGER/Line® dataset from the US Census Bureau"
562,Youngstown," Ohio",1894,64312,34,41.017082,-80.802854,1,place,,,,,Youngstown,OH,"Mahoning County",44501,US,"TIGER/Line® dataset from the US Census Bureau"
563,"North Port"," Florida",645,64274,100,27.074755,-82.175602,1,place,,,,,"North Port",FL,"Sarasota County",34286,US,"TIGER/Line® dataset from the US Census Bureau"
564,Skokie," Illinois",6389,64270,10,42.035259,-87.729928,1,place,,,,,Skokie,IL,"Cook County",60076,US,"TIGER/Line® dataset from the US Census Bureau"
565,"Lake Elsinore"," California",1773,64205,36,33.650799,-117.372457,1,place,,,,,"Lake Elsinore",CA,"Riverside County",92530,US,"TIGER/Line® dataset from the US Census Bureau"
566,Janesville," Wisconsin",1895,64159,34,42.738888,-89.0403,1,place,,,,,Janesville,WI,"Rock County",53545,US,"TIGER/Line® dataset from the US Census Bureau"
567,Cheyenne," Wyoming",2611,64019,25,41.092356,-104.936269,1,place,,,,,Cheyenne,WY,"Laramie County",82001,US,"TIGER/Line® dataset from the US Census Bureau"
568,"Eden Prairie"," Minnesota",1970,63914,32,44.850563,-93.440429,1,place,,,,,"Eden Prairie",MN,"Hennepin County",55344,US,"TIGER/Line® dataset from the US Census Bureau"
569,Wellington," Florida",1423,63900,45,26.658227,-80.263227,0.9,place,,,,,Wellington,FL,"Palm Beach County",33414,US,"TIGER/Line® dataset from the US Census Bureau"
570,Jupiter," Florida",2972,63813,21,26.936558,-80.131851,1,place,,,,,Jupiter,FL,"Palm Beach County",33458,US,"TIGER/Line® dataset from the US Census Bureau"
571,Sammamish," Washington",3500,63773,18,47.619112,-122.023898,0.9,place,,,,,Sammamish,WA,"King County",98074,US,"TIGER/Line® dataset from the US Census Bureau"
572,Lorain," Ohio",2692,63730,24,41.450991,-82.166534,1,place,,,,,Lorain,OH,"Lorain County",44052,US,"TIGER/Line® dataset from the US Census Bureau"
573,"Pico Rivera"," California",7667,63635,8,33.985812,-118.088787,1,place,,,,,"Pico Rivera",CA,"Los Angeles County",90660,US,"TIGER/Line® dataset from the US Census Bureau"
574,Montebello," California",7603,63335,8,34.00946,-118.10535,1,place,,,,,Montebello,CA,"Los Angeles County",90640,US,"TIGER/Line® dataset from the US Census Bureau"
575,Encinitas," California",3356,63131,19,33.016928,-116.846046,1,place,,,,,Encinitas,CA,"San Diego County",92023,US,"TIGER/Line® dataset from the US Census Bureau"
576,Auburn," Alabama",1087,63118,58,32.547542,-85.468222,1,place,,,,,Auburn,AL,"Lee County",36830,US,"TIGER/Line® dataset from the US Census Bureau"
577,Waltham," Massachusetts",4949,63002,13,42.388938,-71.2398,1,place,,,,,Waltham,MA,"Middlesex County",02154,US,"TIGER/Line® dataset from the US Census Bureau"
578,Blaine," Minnesota",1858,62892,34,45.166673,-93.210861,0.9,place,,,,,Blaine,MN,"Anoka County",55449,US,"TIGER/Line® dataset from the US Census Bureau"
579,Haverhill," Massachusetts",1907,62873,33,42.792639,-71.072501,1,place,,,,,Haverhill,MA,"Essex County",01830,US,"TIGER/Line® dataset from the US Census Bureau"
580,Rocklin," California",3213,62787,20,38.801233,-121.230374,1,place,,,,,Rocklin,CA,"Placer County",95677,US,"TIGER/Line® dataset from the US Census Bureau"
581,Tulare," California",2999,62779,21,36.133527,-119.299856,1,place,,,,,Tulare,CA,"Tulare County",93274,US,"TIGER/Line® dataset from the US Census Bureau"
582,"Council Bluffs"," Iowa",1526,62524,41,41.23238,-95.875086,1,place,,,,,"Council Bluffs",IA,"Pottawattamie County",51501,US,"TIGER/Line® dataset from the US Census Bureau"
583,Redmond," Washington",3836,62458,16,47.678756,-122.121034,1,place,,,,,Redmond,WA,"King County",98052,US,"TIGER/Line® dataset from the US Census Bureau"
584,"Coon Rapids"," Minnesota",2758,62359,23,45.181175,-93.309858,0.9,place,,,,,"Coon Rapids",MN,"Anoka County",55433,US,"TIGER/Line® dataset from the US Census Bureau"
585,"North Miami"," Florida",7389,62139,8,25.890095,-80.186714,0.9,place,,,,,"North Miami",FL,"Miami-Dade County",33161,US,"TIGER/Line® dataset from the US Census Bureau"
586,Hamilton," Ohio",2876,62127,22,39.425137,-84.472925,1,place,,,,,Hamilton,OH,"Butler County",45011,US,"TIGER/Line® dataset from the US Census Bureau"
587,Rowlett," Texas",3117,61999,20,32.91747,-96.534737,1,place,,,,,Rowlett,TX,"Dallas County",75030,US,"TIGER/Line® dataset from the US Census Bureau"
588,"San Marcos"," Texas",2051,61980,30,29.972907,-97.997166,1,place,,,,,"San Marcos",TX,"Hays County",78666,US,"TIGER/Line® dataset from the US Census Bureau"
589,Lakeville," Minnesota",1718,61938,36,44.633421,-93.25812,1,place,,,,,Lakeville,MN,"Dakota County",55044,US,"TIGER/Line® dataset from the US Census Bureau"
590,Springfield," Oregon",3932,61893,16,44.058465,-123.011597,1,place,,,,,Springfield,OR,"Lane County",97477,US,"TIGER/Line® dataset from the US Census Bureau"
591,"Grand Junction"," Colorado",1619,61881,38,39.069019,-108.583126,1,place,,,,,"Grand Junction",CO,"Mesa County",81501,US,"TIGER/Line® dataset from the US Census Bureau"
592,"La Habra"," California",8367,61664,7,33.942708,-117.952483,1,place,,,,,"La Habra",CA,"Orange County",90631,US,"TIGER/Line® dataset from the US Census Bureau"
593,Moore," Oklahoma",2815,61415,22,35.590051,-97.486815,1,state,,,,,,OK,,,US,"TIGER/Line® dataset from the US Census Bureau"
594,Burnsville," Minnesota",2460,61290,25,44.730944,-93.291381,1,place,,,,,Burnsville,MN,"Dakota County",55306,US,"TIGER/Line® dataset from the US Census Bureau"
595,Taylor," Michigan",2592,61177,24,42.245837,-83.249067,1,place,,,,,Taylor,MI,"Wayne County",48180,US,"TIGER/Line® dataset from the US Census Bureau"
596,Eastvale," California",5359,61151,11,33.960957,-117.575869,0.9,place,,,,,Eastvale,CA,"Riverside County",92880,US,"TIGER/Line® dataset from the US Census Bureau"
597,"National City"," California",8399,61147,7,32.671194,-117.084353,1,place,,,,,"National City",CA,"San Diego County",91950,US,"TIGER/Line® dataset from the US Census Bureau"
598,Lehi," Utah",2321,61130,26,40.39162,-111.85077,1,place,,,,,Lehi,UT,"Utah County",84043,US,"TIGER/Line® dataset from the US Census Bureau"
599,"Port Orange"," Florida",2292,61105,27,29.136974,-81.023957,1,place,,,,,"Port Orange",FL,"Volusia County",32129,US,"TIGER/Line® dataset from the US Census Bureau"
600,"Monterey Park"," California",7963,61075,8,34.052922,-118.143465,1,place,,,,,"Monterey Park",CA,"Los Angeles County",91754,US,"TIGER/Line® dataset from the US Census Bureau"
601,Marietta," Georgia",2640,60941,23,33.912473,-84.557181,1,place,,,,,Marietta,GA,"Cobb County",30007,US,"TIGER/Line® dataset from the US Census Bureau"
602,"Terre Haute"," Indiana",1762,60852,35,39.433602,-87.410094,1,place,,,,,"Terre Haute",IN,"Vigo County",47801,US,"TIGER/Line® dataset from the US Census Bureau"
603,Malden," Massachusetts",12071,60840,5,42.436545,-71.085396,1,place,,,,,Malden,MA,"Middlesex County",02148,US,"TIGER/Line® dataset from the US Census Bureau"
604,Lakewood," Washington",3533,60665,17,47.128671,-122.510316,1,place,,,,,Lakewood,WA,"Pierce County",98439,US,"TIGER/Line® dataset from the US Census Bureau"
605,Utica," New York",3619,60652,17,43.077369,-75.233208,1,place,,,,,Utica,NY,"Oneida County",13501,US,"TIGER/Line® dataset from the US Census Bureau"
606,Cupertino," California",5386,60643,11,37.30661,-122.080628,1,place,,,,,Cupertino,CA,"Santa Clara County",95014,US,"TIGER/Line® dataset from the US Census Bureau"
607,Brentwood," California",4093,60532,15,37.922228,-121.668359,1,place,,,,,Brentwood,CA,"Contra Costa County",94513,US,"TIGER/Line® dataset from the US Census Bureau"
608,Petaluma," California",4209,60530,14,38.265366,-122.822588,1,place,,,,,Petaluma,CA,"Sonoma County",94952,US,"TIGER/Line® dataset from the US Census Bureau"
609,Vineland," New Jersey",885,60525,68,39.495524,-75.008665,1,place,,,,,Vineland,NJ,"Cumberland County",08360,US,"TIGER/Line® dataset from the US Census Bureau"
610,Taylorsville," Utah",5570,60436,11,39.334993,-111.656333,1,state,,,,,,UT,,,US,"TIGER/Line® dataset from the US Census Bureau"
611,"Idaho Falls"," Idaho",2694,60211,22,43.54241,-111.877936,1,place,,,,,"Idaho Falls",ID,"Bonneville County",83401,US,"TIGER/Line® dataset from the US Census Bureau"
612,Noblesville," Indiana",1918,60183,31,40.073328,-85.999521,1,place,,,,,Noblesville,IN,"Hamilton County",46060,US,"TIGER/Line® dataset from the US Census Bureau"
613,Bristol," Connecticut",2277,60147,26,41.681198,-72.939577,1,place,,,,,Bristol,CT,"Naugatuck Valley Planning Region",06010,US,"TIGER/Line® dataset from the US Census Bureau"
614,"West Allis"," Wisconsin",5280,60087,11,43.016681,-88.007032,0.9,place,,,,,"West Allis",WI,"Milwaukee County",53214,US,"TIGER/Line® dataset from the US Census Bureau"
615,Gardena," California",10300,60048,6,33.888315,-118.295256,1,place,,,,,Gardena,CA,"Los Angeles County",90247,US,"TIGER/Line® dataset from the US Census Bureau"
616,"La Mesa"," California",6602,59948,9,32.76105,-116.998102,1,place,,,,,"La Mesa",CA,"San Diego County",91941,US,"TIGER/Line® dataset from the US Census Bureau"
617,"St. Clair Shores"," Michigan",5144,59775,12,42.470639,-82.902194,1,place,,,,,"Saint Clair Shores",MI,"Macomb County",48080,US,"TIGER/Line® dataset from the US Census Bureau"
618,Pontiac," Michigan",2989,59698,20,42.670272,-83.289036,1,place,,,,,Pontiac,MI,"Oakland County",48340,US,"TIGER/Line® dataset from the US Census Bureau"
619,Meriden," Connecticut",2506,59622,24,41.536498,-72.801901,1,place,,,,,Meriden,CT,"South Central Connecticut Planning Region",06450,US,"TIGER/Line® dataset from the US Census Bureau"
620,Dublin," California",3996,59583,15,37.714402,-121.906329,1,place,,,,,Dublin,CA,"Alameda County",94568,US,"TIGER/Line® dataset from the US Census Bureau"
621,"Coconut Creek"," Florida",5013,59405,12,26.399526,-81.839532,0.8,place,,,,,Coconut,FL,"Lee County",33923,US,"TIGER/Line® dataset from the US Census Bureau"
622,Casper," Wyoming",2205,59324,27,42.859875,-106.312561,1,place,,,,,Casper,WY,"Natrona County",82601,US,"TIGER/Line® dataset from the US Census Bureau"
623,Owensboro," Kentucky",3105,59273,19,37.751818,-87.257303,1,place,,,,,Owensboro,KY,"Daviess County",42301,US,"TIGER/Line® dataset from the US Census Bureau"
624,Ocala," Florida",1322,59253,45,29.198907,-82.087425,1,place,,,,,Ocala,FL,"Marion County",34470,US,"TIGER/Line® dataset from the US Census Bureau"
625,"Chapel Hill"," North Carolina",2805,59246,21,36.004647,-79.054475,1,place,,,,,"Chapel Hill",NC,"Orange County",27514,US,"TIGER/Line® dataset from the US Census Bureau"
626,Pflugerville," Texas",2654,59245,22,30.442737,-97.597055,1,place,,,,,Pflugerville,TX,"Travis County",78660,US,"TIGER/Line® dataset from the US Census Bureau"
627,Lancaster," Pennsylvania",8191,59218,7,40.076553,-76.31068,1,place,,,,,Lancaster,PA,"Lancaster County",17601,US,"TIGER/Line® dataset from the US Census Bureau"
628,Novi," Michigan",1957,59211,30,42.468959,-83.522221,1,place,,,,,Novi,MI,"Oakland County",48374,US,"TIGER/Line® dataset from the US Census Bureau"
629,"Great Falls"," Montana",2716,59178,22,47.511219,-111.2755,1,place,,,,,"Great Falls",MT,"Cascade County",59401,US,"TIGER/Line® dataset from the US Census Bureau"
630,Springfield," Ohio",2336,59087,25,39.927059,-83.813228,1,place,,,,,Springfield,OH,"Clark County",45501,US,"TIGER/Line® dataset from the US Census Bureau"
631,Woodland," California",3861,59068,15,38.74388,-121.915653,1,place,,,,,Woodland,CA,"Yolo County",95695,US,"TIGER/Line® dataset from the US Census Bureau"
632,"Royal Oak"," Michigan",5009,59006,12,42.492485,-83.145375,1,place,,,,,"Royal Oak",MI,"Oakland County",48067,US,"TIGER/Line® dataset from the US Census Bureau"
633,Porterville," California",3349,58978,18,35.973777,-118.703592,1,place,,,,,Porterville,CA,"Tulare County",93257,US,"TIGER/Line® dataset from the US Census Bureau"
634,"San Rafael"," California",3579,58954,16,37.970948,-122.504286,1,place,,,,,"San Rafael",CA,"Marin County",94901,US,"TIGER/Line® dataset from the US Census Bureau"
635,"Huntington Park"," California",19561,58879,3,33.977987,-118.213137,1,place,,,,,"Huntington Park",CA,"Los Angeles County",90255,US,"TIGER/Line® dataset from the US Census Bureau"
636,"Orland Park"," Illinois",2690,58862,22,41.625307,-87.83293,1,place,,,,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
637,Ankeny," Iowa",1999,58627,29,41.672687,-93.572173,1,place,,,,,Ankeny,IA,"Polk County",50015,US,"TIGER/Line® dataset from the US Census Bureau"
638,Bartlett," Tennessee",2200,58622,27,35.223308,-89.818672,0.9,place,,,,,Bartlett,TN,"Shelby County",38134,US,"TIGER/Line® dataset from the US Census Bureau"
639,Sanford," Florida",2552,58605,23,28.793491,-81.299169,1,place,,,,,Sanford,FL,"Seminole County",32771,US,"TIGER/Line® dataset from the US Census Bureau"
640,Dubuque," Iowa",1953,58531,30,42.545412,-90.6963,1,place,,,,,Dubuque,IA,"Dubuque County",52001,US,"TIGER/Line® dataset from the US Census Bureau"
641,Arcadia," California",5354,58523,11,34.136258,-118.026704,1,place,,,,,Arcadia,CA,"Los Angeles County",91006,US,"TIGER/Line® dataset from the US Census Bureau"
642,Bowie," Maryland",3168,58393,18,38.982612,-76.74379,1,place,,,,,Bowie,MD,"Prince George's County",20715,US,"TIGER/Line® dataset from the US Census Bureau"
643,"White Plains"," New York",5961,58241,10,41.031397,-73.769626,1,place,,,,,"White Plains",NY,"Westchester County",10601,US,"TIGER/Line® dataset from the US Census Bureau"
644,"Des Plaines"," Illinois",4071,58141,14,42.048278,-87.890466,1,place,,,,,"Des Plaines",IL,"Cook County",60016,US,"TIGER/Line® dataset from the US Census Bureau"
645,Doral," Florida",4175,57947,14,25.819374,-80.35533,0.9,place,,,,,Doral,FL,"Miami-Dade County",33178,US,"TIGER/Line® dataset from the US Census Bureau"
646,Margate," Florida",6539,57870,9,26.244526,-80.206436,0.9,place,,,,,Margate,FL,"Broward County",33063,US,"TIGER/Line® dataset from the US Census Bureau"
647,Santee," California",3561,57834,16,32.843956,-116.994511,1,place,,,,,Santee,CA,"San Diego County",92071,US,"TIGER/Line® dataset from the US Census Bureau"
648,Kokomo," Indiana",3124,57799,19,40.506851,-86.171054,1,place,,,,,Kokomo,IN,"Howard County",46901,US,"TIGER/Line® dataset from the US Census Bureau"
649,"Castle Rock"," Colorado",1707,57666,34,39.374779,-104.849988,1,place,,,,,"Castle Rock",CO,"Douglas County",80104,US,"TIGER/Line® dataset from the US Census Bureau"
650,"Grand Forks"," North Dakota",2881,57339,20,47.866638,-97.141144,1,place,,,,,"Grand Forks",ND,"Grand Forks County",58201,US,"TIGER/Line® dataset from the US Census Bureau"
651,"Midwest City"," Oklahoma",2349,57305,24,35.450664,-97.364553,0.9,place,,,,,"Midwest City",OK,"Oklahoma County",73130,US,"TIGER/Line® dataset from the US Census Bureau"
652,"St. Peters"," Missouri",2561,57289,22,38.798819,-90.623673,1,place,,,,,"Saint Peters",MO,"St. Charles County",63376,US,"TIGER/Line® dataset from the US Census Bureau"
653,Medford," Massachusetts",7063,57213,8,42.422095,-71.109297,1,place,,,,,Medford,MA,"Middlesex County",02155,US,"TIGER/Line® dataset from the US Census Bureau"
